C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short_words/W,avg_W_len,unique_W/W,spam_W_match,class
43,0.76744186,0,0.186046512,0.069767442,9,0.333333333,4,0.888888889,0,0
154,0.727272727,0,0.220779221,0.051948052,35,0.371428571,3.428571429,0.857142857,0,0
103,0.796116505,0,0.184466019,0.019417476,20,0.25,4.2,0.95,0,0
64,0.75,0,0.21875,0.03125,15,0.333333333,3.333333333,0.933333333,0,0
149,0.77852349,0,0.194630872,0.026845638,30,0.3,4,0.933333333,0,0
198,0.752525253,0.005050505,0.202020202,0.04040404,41,0.268292683,3.853658537,0.951219512,0,0
25,0.8,0,0.2,0,6,0.166666667,3.333333333,1,1,0
124,0.766129032,0,0.177419355,0.056451613,23,0.130434783,4.434782609,1,0,0
31,0.677419355,0.032258065,0.258064516,0.032258065,9,0.666666667,2.555555556,0.888888889,0,0
65,0.661538462,0,0.153846154,0.184615385,11,0.181818182,5,1,0,0
39,0.641025641,0,0.179487179,0.179487179,8,0.25,4,1,0,0
83,0.746987952,0,0.168674699,0.084337349,15,0.066666667,4.6,1,0,0
49,0.816326531,0,0.163265306,0.040816327,9,0.222222222,4.666666667,0.888888889,0,0
42,0.761904762,0,0.19047619,0.071428571,9,0.222222222,3.888888889,0.888888889,0,0
23,0.782608696,0,0.173913043,0.043478261,5,0.4,3.8,1,0,0
41,0.780487805,0,0.195121951,0.024390244,9,0.111111111,3.666666667,0.888888889,0,0
72,0.708333333,0.013888889,0.194444444,0.083333333,15,0.333333333,3.866666667,0.933333333,0,0
66,0.757575758,0,0.181818182,0.060606061,13,0.230769231,4.153846154,1,0,0
43,0.674418605,0,0.209302326,0.11627907,10,0.2,3.4,0.9,0,0
46,0.760869565,0.02173913,0.173913043,0.043478261,9,0.333333333,4.222222222,1,0,0
115,0.756521739,0,0.191304348,0.060869565,23,0.173913043,4.086956522,0.913043478,0,0
56,0.732142857,0.017857143,0.232142857,0.017857143,14,0.428571429,3.071428571,1,0,0
55,0.763636364,0,0.181818182,0.054545455,11,0.272727273,4.090909091,1,0,0
137,0.583941606,0.182481752,0.160583942,0.072992701,23,0.173913043,5,0.913043478,1,1
163,0.797546012,0,0.134969325,0.073619632,23,0.217391304,6.173913043,0.913043478,0,0
29,0.75862069,0,0.206896552,0.034482759,7,0.285714286,3.285714286,1,0,0
96,0.770833333,0,0.208333333,0.020833333,21,0.285714286,3.619047619,0.904761905,0,0
43,0.76744186,0,0.209302326,0.046511628,10,0.4,3.5,0.9,0,0
49,0.755102041,0,0.204081633,0.040816327,11,0.272727273,3.545454545,1,0,0
61,0.770491803,0.016393443,0.163934426,0.049180328,11,0.272727273,4.636363636,1,0,0
39,0.820512821,0,0.179487179,0,8,0.25,4,1,0,0
141,0.75177305,0.007092199,0.226950355,0.014184397,33,0.363636364,3.303030303,0.939393939,0,0
30,0.866666667,0,0.133333333,0,5,0.2,5.2,1,0,0
29,0.689655172,0.034482759,0.172413793,0.103448276,6,0.5,4,1,1,0
31,0.806451613,0,0.161290323,0.032258065,6,0.333333333,4.333333333,1,0,0
73,0.821917808,0,0.178082192,0,14,0.142857143,4.285714286,0.928571429,0,0
25,0.72,0,0.2,0.08,6,0.333333333,3.333333333,1,0,0
165,0.696969697,0.127272727,0.127272727,0.048484848,22,0.272727273,6.545454545,0.909090909,1,1
28,0.821428571,0,0.178571429,0,6,0.5,3.833333333,1,0,0
381,0.758530184,0,0.196850394,0.044619423,76,0.197368421,4.026315789,0.644736842,0,0
69,0.797101449,0,0.15942029,0.043478261,12,0,4.833333333,1,1,0
24,0.625,0,0.25,0.208333333,7,0.571428571,2.857142857,0.714285714,0,0
36,0.722222222,0,0.194444444,0.083333333,8,0.125,3.625,1,0,0
326,0.634969325,0.003067485,0.239263804,0.122699387,79,0.544303797,3.139240506,0.632911392,0,0
117,0.777777778,0,0.179487179,0.042735043,22,0.272727273,4.363636364,0.954545455,0,0
50,0.8,0,0.18,0.02,10,0.3,4.1,1,0,0
89,0.685393258,0.011235955,0.191011236,0.112359551,18,0.444444444,4,0.833333333,0,0
151,0.655629139,0.125827815,0.165562914,0.052980132,26,0.230769231,4.846153846,0.846153846,1,1
237,0.776371308,0,0.198312236,0.025316456,48,0.3125,3.958333333,0.833333333,0,0
235,0.774468085,0,0.204255319,0.021276596,49,0.204081633,3.816326531,0.918367347,0,0
93,0.806451613,0,0.172043011,0.021505376,17,0.235294118,4.529411765,1,0,0
85,0.741176471,0.011764706,0.211764706,0.035294118,19,0.263157895,3.526315789,0.947368421,0,0
44,0.818181818,0.022727273,0.159090909,0,8,0,4.625,1,0,0
99,0.808080808,0,0.141414141,0.050505051,15,0.133333333,5.666666667,1,0,0
23,0.739130435,0,0.217391304,0.043478261,6,0.333333333,3,1,0,0
142,0.669014085,0.007042254,0.232394366,0.091549296,34,0.411764706,3.205882353,0.882352941,0,0
26,0.846153846,0,0.153846154,0,5,0,4.4,1,0,0
159,0.72327044,0.018867925,0.238993711,0.018867925,39,0.435897436,3.102564103,0.820512821,0,0
96,0.78125,0.010416667,0.197916667,0.010416667,20,0.2,3.85,1,1,0
39,0.564102564,0,0.128205128,0.307692308,6,0.333333333,5.666666667,1,0,0
47,0.787234043,0.021276596,0.14893617,0.042553191,8,0.125,5,1,0,1
24,0.75,0,0.208333333,0.041666667,6,0.333333333,3.166666667,1,0,0
65,0.569230769,0.230769231,0.153846154,0.046153846,11,0.181818182,5,1,0,1
33,0.787878788,0,0.151515152,0.060606061,6,0.166666667,4.666666667,1,0,0
76,0.710526316,0.039473684,0.210526316,0.039473684,17,0.411764706,3.529411765,0.823529412,0,0
57,0.754385965,0.01754386,0.175438596,0.052631579,11,0.272727273,4.272727273,1,0,0
15,0.8,0,0.133333333,0.066666667,3,0.333333333,4.333333333,1,0,0
22,0.954545455,0,0.045454545,0,2,0,10.5,1,0,0
50,0.74,0,0.18,0.08,10,0.3,4.1,1,0,0
28,0.714285714,0,0.142857143,0.142857143,5,0.2,4.8,1,0,0
68,0.764705882,0.014705882,0.205882353,0.014705882,15,0.533333333,3.6,0.866666667,0,0
159,0.817610063,0,0.163522013,0.018867925,27,0.074074074,4.925925926,0.888888889,0,0
44,0.75,0,0.159090909,0.090909091,8,0.25,4.625,1,0,0
24,0.833333333,0,0.125,0.041666667,4,0,5.25,1,0,0
20,0.75,0,0.15,0.1,4,0.25,4.25,1,0,0
126,0.817460317,0,0.158730159,0.023809524,21,0.047619048,5.047619048,0.80952381,0,0
41,0.731707317,0.024390244,0.195121951,0.048780488,9,0.111111111,3.666666667,1,0,0
40,0.8,0,0.2,0,9,0.222222222,3.555555556,1,0,0
161,0.788819876,0.00621118,0.167701863,0.043478261,28,0.25,4.821428571,0.892857143,0,0
165,0.8,0,0.181818182,0.024242424,31,0.290322581,4.387096774,0.935483871,0,0
28,0.857142857,0,0.142857143,0,5,0.2,4.8,1,0,0
61,0.672131148,0,0.196721311,0.131147541,13,0.230769231,3.769230769,0.923076923,0,0
71,0.76056338,0,0.211267606,0.028169014,16,0.375,3.5,0.875,0,0
109,0.779816514,0,0.19266055,0.027522936,22,0.181818182,4,0.818181818,0,0
133,0.804511278,0,0.195488722,0,27,0.333333333,3.962962963,0.925925926,0,0
2,1,0,0,0,1,1,2,1,0,0
130,0.707692308,0.107692308,0.130769231,0.053846154,18,0.111111111,6.277777778,1,0,1
156,0.698717949,0.115384615,0.134615385,0.051282051,22,0.045454545,6.136363636,1,1,1
17,0.764705882,0,0.176470588,0.058823529,4,0.25,3.5,1,0,0
21,0.761904762,0,0.142857143,0.095238095,4,0.5,4.5,1,0,0
25,0.68,0.04,0.24,0.04,7,0.571428571,2.714285714,1,0,0
23,0.869565217,0,0.086956522,0.043478261,3,0,7,1,0,0
89,0.775280899,0,0.179775281,0.056179775,17,0.294117647,4.352941176,0.882352941,0,0
73,0.780821918,0.02739726,0.164383562,0.02739726,13,0.076923077,4.692307692,1,0,1
26,0.807692308,0,0.153846154,0.038461538,5,0,4.4,1,0,0
149,0.691275168,0.006711409,0.22147651,0.080536913,34,0.264705882,3.411764706,0.882352941,0,0
24,0.791666667,0,0.166666667,0.041666667,5,0.4,4,1,0,0
30,0.766666667,0,0.133333333,0.1,5,0.2,5.2,1,0,0
62,0.790322581,0,0.177419355,0.032258065,12,0.25,4.25,1,0,0
131,0.740458015,0,0.198473282,0.061068702,27,0.185185185,3.888888889,0.814814815,0,0
43,0.76744186,0,0.186046512,0.046511628,9,0.111111111,3.888888889,1,0,0
51,0.725490196,0.058823529,0.215686275,0,12,0.333333333,3.333333333,0.833333333,0,1
48,0.75,0,0.1875,0.083333333,10,0.2,4,0.9,0,0
58,0.810344828,0,0.172413793,0.017241379,11,0.272727273,4.363636364,1,0,0
158,0.664556962,0.132911392,0.158227848,0.044303797,26,0.153846154,5.115384615,1,0,1
120,0.816666667,0,0.141666667,0.041666667,18,0.055555556,5.722222222,1,0,0
94,0.765957447,0,0.191489362,0.042553191,19,0.368421053,4,0.894736842,0,0
103,0.718446602,0.048543689,0.203883495,0.029126214,22,0.272727273,3.727272727,1,0,0
94,0.755319149,0,0.223404255,0.021276596,22,0.409090909,3.318181818,0.909090909,0,0
39,0.717948718,0,0.179487179,0.102564103,8,0.375,4,1,0,0
26,0.692307692,0.076923077,0.230769231,0,7,0.571428571,2.857142857,1,0,0
60,0.766666667,0,0.2,0.033333333,13,0.384615385,3.692307692,0.846153846,0,0
22,0.590909091,0,0.181818182,0.227272727,5,0.4,3.6,1,0,0
158,0.772151899,0.006329114,0.208860759,0.012658228,34,0.264705882,3.676470588,0.735294118,0,0
164,0.646341463,0.091463415,0.207317073,0.054878049,35,0.257142857,3.714285714,0.914285714,0,1
65,0.738461538,0,0.2,0.076923077,14,0.428571429,3.785714286,0.928571429,0,0
120,0.716666667,0.025,0.225,0.033333333,28,0.357142857,3.321428571,0.892857143,0,0
46,0.826086957,0,0.152173913,0.02173913,8,0.125,4.875,1,0,0
110,0.754545455,0,0.181818182,0.063636364,21,0.095238095,4.285714286,0.857142857,0,0
205,0.785365854,0,0.195121951,0.019512195,41,0.243902439,4.024390244,0.829268293,0,0
73,0.767123288,0,0.191780822,0.04109589,15,0.266666667,3.933333333,1,0,0
160,0.7,0.075,0.20625,0.01875,34,0.294117647,3.735294118,0.794117647,1,1
31,0.677419355,0.032258065,0.225806452,0.064516129,8,0.5,3,1,0,0
29,0.793103448,0,0.206896552,0,7,0.571428571,3.285714286,0.857142857,0,0
152,0.776315789,0,0.177631579,0.046052632,28,0.214285714,4.464285714,0.785714286,0,0
49,0.795918367,0,0.183673469,0.040816327,10,0.3,4.1,0.9,0,0
48,0.729166667,0,0.1875,0.083333333,10,0.1,3.9,1,0,0
135,0.777777778,0,0.2,0.022222222,28,0.321428571,3.857142857,0.964285714,0,0
102,0.794117647,0,0.166666667,0.039215686,18,0.111111111,4.722222222,1,0,0
155,0.767741935,0,0.180645161,0.051612903,29,0.068965517,4.379310345,0.965517241,0,0
143,0.615384615,0.153846154,0.202797203,0.027972028,30,0.266666667,3.8,0.933333333,1,1
45,0.822222222,0,0.155555556,0.022222222,8,0.125,4.75,1,0,0
35,0.8,0,0.171428571,0.028571429,7,0,4.142857143,1,0,0
78,0.628205128,0,0.217948718,0.153846154,18,0.333333333,3.388888889,1,0,0
159,0.773584906,0,0.188679245,0.037735849,31,0.290322581,4.161290323,0.870967742,0,0
124,0.717741935,0.016129032,0.201612903,0.072580645,26,0.230769231,3.846153846,0.769230769,0,0
49,0.795918367,0,0.183673469,0.020408163,10,0.2,4,1,0,0
72,0.819444444,0,0.180555556,0,14,0.214285714,4.214285714,1,0,0
166,0.662650602,0.018072289,0.246987952,0.072289157,42,0.476190476,2.976190476,0.904761905,0,0
50,0.78,0,0.16,0.06,9,0.111111111,4.666666667,1,0,0
142,0.718309859,0.021126761,0.183098592,0.077464789,27,0.148148148,4.296296296,0.851851852,0,0
118,0.694915254,0,0.203389831,0.101694915,25,0.28,3.76,0.88,0,0
54,0.814814815,0,0.166666667,0.018518519,10,0.2,4.5,0.9,0,0
153,0.712418301,0.052287582,0.189542484,0.045751634,30,0.266666667,4.133333333,0.866666667,0,0
23,0.826086957,0,0.173913043,0,5,0.2,3.8,1,0,0
52,0.75,0,0.211538462,0.038461538,12,0.5,3.416666667,0.833333333,0,0
90,0.788888889,0,0.177777778,0.033333333,17,0.352941176,4.352941176,0.823529412,0,0
23,0.652173913,0,0.217391304,0.130434783,6,0.166666667,3,1,0,0
24,0.666666667,0,0.166666667,0.166666667,5,0,4,1,0,0
156,0.782051282,0,0.192307692,0.025641026,31,0.096774194,4.064516129,0.838709677,0,0
25,0.76,0,0.2,0.04,6,0.333333333,3.333333333,1,0,0
71,0.746478873,0,0.169014085,0.098591549,13,0.384615385,4.615384615,0.846153846,0,0
34,0.823529412,0,0.176470588,0,7,0.285714286,4,1,0,0
164,0.737804878,0,0.170731707,0.097560976,29,0.172413793,4.724137931,0.827586207,0,0
206,0.718446602,0.004854369,0.213592233,0.072815534,45,0.266666667,3.644444444,0.622222222,0,0
56,0.821428571,0,0.178571429,0,11,0.181818182,4.181818182,0.909090909,0,0
112,0.758928571,0,0.214285714,0.026785714,25,0.24,3.52,0.92,0,0
35,0.828571429,0,0.171428571,0,7,0.285714286,4.142857143,1,0,0
156,0.66025641,0.096153846,0.198717949,0.044871795,32,0.21875,3.90625,1,0,1
123,0.756097561,0.016260163,0.154471545,0.073170732,20,0.3,5.2,1,0,0
30,0.733333333,0,0.233333333,0.033333333,8,0.25,2.875,1,0,0
154,0.603896104,0.227272727,0.103896104,0.064935065,17,0.176470588,8.117647059,1,1,1
31,0.64516129,0,0.193548387,0.193548387,7,0.285714286,3.714285714,0.857142857,0,0
46,0.652173913,0.02173913,0.152173913,0.173913043,8,0.125,4.875,1,0,0
115,0.686956522,0.130434783,0.173913043,0.008695652,21,0.333333333,4.523809524,1,1,1
157,0.78343949,0.012738854,0.171974522,0.031847134,28,0.178571429,4.642857143,0.964285714,1,1
151,0.622516556,0.178807947,0.165562914,0.033112583,26,0.115384615,4.846153846,0.961538462,1,1
34,0.735294118,0,0.205882353,0.058823529,8,0.25,3.375,1,0,0
141,0.673758865,0,0.177304965,0.156028369,26,0.384615385,4.5,0.923076923,0,0
75,0.786666667,0,0.186666667,0.026666667,15,0.133333333,4.066666667,0.866666667,0,0
102,0.735294118,0,0.215686275,0.058823529,23,0.347826087,3.52173913,0.869565217,0,0
129,0.596899225,0.186046512,0.139534884,0.07751938,19,0.210526316,5.842105263,0.947368421,0,1
77,0.779220779,0,0.181818182,0.038961039,15,0.266666667,4.2,1,0,0
158,0.658227848,0.164556962,0.14556962,0.03164557,24,0.291666667,5.625,0.916666667,0,1
159,0.597484277,0.169811321,0.176100629,0.056603774,29,0.24137931,4.517241379,0.965517241,1,1
78,0.756410256,0,0.230769231,0.012820513,19,0.368421053,3.157894737,1,0,0
236,0.758474576,0,0.224576271,0.021186441,54,0.333333333,3.407407407,0.703703704,0,0
44,0.818181818,0,0.159090909,0.022727273,8,0.125,4.625,1,0,0
117,0.726495726,0,0.222222222,0.051282051,27,0.444444444,3.37037037,0.740740741,0,0
159,0.691823899,0.100628931,0.169811321,0.037735849,28,0.142857143,4.714285714,0.928571429,1,1
70,0.8,0,0.185714286,0.014285714,14,0.214285714,4.071428571,0.928571429,0,0
53,0.716981132,0,0.226415094,0.056603774,13,0.384615385,3.153846154,0.923076923,0,0
106,0.773584906,0,0.20754717,0.018867925,23,0.347826087,3.652173913,0.913043478,0,0
30,0.8,0,0.2,0,7,0.285714286,3.428571429,1,0,0
85,0.752941176,0,0.235294118,0.011764706,21,0.428571429,3.095238095,1,0,0
45,0.733333333,0,0.2,0.088888889,10,0.2,3.7,0.9,0,0
66,0.712121212,0,0.227272727,0.060606061,16,0.5,3.1875,0.75,0,0
39,0.794871795,0,0.179487179,0.025641026,8,0.125,4,1,0,0
96,0.75,0.020833333,0.229166667,0,23,0.304347826,3.217391304,0.956521739,0,0
144,0.708333333,0.069444444,0.173611111,0.048611111,26,0.230769231,4.576923077,0.923076923,1,1
156,0.762820513,0,0.179487179,0.057692308,29,0.275862069,4.413793103,0.965517241,0,0
73,0.767123288,0,0.205479452,0.02739726,16,0.25,3.625,0.9375,0,0
35,0.714285714,0.028571429,0.2,0.057142857,8,0.375,3.5,1,0,0
71,0.718309859,0.014084507,0.23943662,0.028169014,18,0.388888889,3,0.888888889,0,0
131,0.679389313,0,0.183206107,0.13740458,25,0.08,4.28,1,0,0
106,0.801886792,0.009433962,0.169811321,0.018867925,19,0.157894737,4.631578947,0.947368421,0,0
34,0.676470588,0,0.205882353,0.147058824,8,0.375,3.5,0.875,0,0
22,0.772727273,0,0.181818182,0.045454545,5,0.4,3.6,1,0,0
31,0.774193548,0,0.193548387,0.032258065,7,0.428571429,3.571428571,0.857142857,0,0
19,0.684210526,0,0.157894737,0.157894737,4,0.25,4,1,0,0
54,0.759259259,0,0.203703704,0.037037037,12,0.25,3.583333333,1,0,0
29,0.827586207,0,0.172413793,0,6,0,4,1,0,0
101,0.752475248,0.02970297,0.178217822,0.03960396,19,0.263157895,4.368421053,0.947368421,0,0
108,0.75,0.046296296,0.175925926,0.027777778,20,0.25,4.45,1,0,1
22,0.636363636,0,0.136363636,0.227272727,4,0.25,4.75,1,0,0
89,0.741573034,0,0.202247191,0.056179775,19,0.210526316,3.736842105,0.947368421,0,0
75,0.693333333,0,0.186666667,0.12,15,0.266666667,4.066666667,0.8,0,0
33,0.787878788,0,0.151515152,0.060606061,6,0.166666667,4.666666667,1,0,0
27,0.814814815,0,0.185185185,0,6,0.333333333,3.666666667,1,0,0
33,0.848484848,0,0.121212121,0.03030303,5,0.2,5.8,1,0,0
37,0.810810811,0,0.162162162,0.027027027,7,0.142857143,4.428571429,1,0,0
172,0.773255814,0,0.151162791,0.075581395,27,0.111111111,5.407407407,0.888888889,0,0
52,0.807692308,0,0.153846154,0.038461538,9,0.222222222,4.888888889,0.888888889,0,0
24,0.708333333,0,0.208333333,0.083333333,6,0.166666667,3.166666667,1,0,0
54,0.648148148,0,0.222222222,0.12962963,13,0.230769231,3.230769231,0.923076923,0,0
145,0.682758621,0.151724138,0.151724138,0.013793103,23,0.173913043,5.347826087,1,1,1
169,0.698224852,0.130177515,0.159763314,0.01183432,28,0.142857143,5.071428571,0.964285714,1,1
63,0.825396825,0,0.158730159,0.031746032,11,0.181818182,4.909090909,0.909090909,0,0
41,0.804878049,0,0.146341463,0.048780488,7,0,5,1,0,0
88,0.795454545,0,0.193181818,0.011363636,18,0.333333333,3.944444444,0.944444444,0,0
33,0.757575758,0,0.212121212,0.03030303,8,0.5,3.25,1,0,0
43,0.813953488,0,0.162790698,0.023255814,8,0.125,4.5,1,0,0
43,0.76744186,0,0.186046512,0.046511628,9,0.333333333,3.888888889,0.888888889,0,0
43,0.581395349,0,0.23255814,0.186046512,11,0.363636364,3,0.909090909,0,0
26,0.730769231,0,0.230769231,0.038461538,7,0.428571429,2.857142857,0.857142857,0,0
55,0.763636364,0,0.218181818,0.018181818,13,0.307692308,3.307692308,1,0,0
73,0.794520548,0,0.164383562,0.054794521,13,0.384615385,4.769230769,0.769230769,0,0
55,0.745454545,0,0.2,0.054545455,12,0.333333333,3.666666667,1,0,0
49,0.836734694,0,0.163265306,0,9,0.333333333,4.555555556,1,0,0
7,0.857142857,0,0,0.142857143,1,0,7,1,0,0
143,0.741258741,0.083916084,0.125874126,0.048951049,19,0.052631579,6.578947368,1,1,1
27,0.777777778,0,0.185185185,0.037037037,6,0.333333333,3.666666667,1,0,0
28,0.821428571,0,0.178571429,0,6,0.166666667,3.833333333,1,0,0
33,0.818181818,0,0.151515152,0.03030303,6,0.166666667,4.666666667,1,0,0
155,0.729032258,0.090322581,0.180645161,0,29,0.24137931,4.379310345,0.931034483,0,1
157,0.76433121,0.006369427,0.197452229,0.031847134,32,0.21875,3.9375,0.875,0,0
38,0.763157895,0,0.184210526,0.052631579,8,0.25,3.875,1,0,0
158,0.835443038,0,0.132911392,0.03164557,22,0,6.227272727,0.954545455,0,0
139,0.697841727,0,0.165467626,0.136690647,24,0.291666667,4.833333333,0.958333333,0,0
163,0.72392638,0.104294479,0.159509202,0.012269939,27,0.148148148,5.074074074,0.888888889,0,1
22,0.772727273,0,0.181818182,0.045454545,5,0.4,3.6,1,0,0
48,0.75,0,0.208333333,0.041666667,11,0.181818182,3.454545455,1,0,0
32,0.78125,0,0.1875,0.03125,7,0.142857143,3.714285714,1,0,0
80,0.8125,0,0.1625,0.025,14,0,4.785714286,1,0,0
25,0.8,0,0.16,0.04,5,0.2,4.2,1,0,0
136,0.580882353,0.213235294,0.139705882,0.066176471,20,0.15,5.85,1,1,1
114,0.754385965,0.00877193,0.184210526,0.052631579,22,0.318181818,4.227272727,1,0,0
51,0.784313725,0,0.196078431,0.019607843,11,0.181818182,3.727272727,1,0,0
56,0.767857143,0,0.196428571,0.035714286,12,0.083333333,3.75,0.833333333,0,0
13,0.615384615,0,0.153846154,0.230769231,3,0.666666667,3.666666667,1,0,0
33,0.787878788,0,0.181818182,0.03030303,7,0.285714286,3.857142857,1,0,0
30,0.766666667,0,0.133333333,0.1,5,0,5.2,1,0,0
31,0.838709677,0,0.129032258,0.032258065,5,0,5.4,1,0,0
35,0.714285714,0,0.2,0.085714286,8,0.375,3.5,1,0,0
24,0.75,0,0.083333333,0.166666667,3,0,7.333333333,1,0,0
25,0.76,0,0.24,0.04,7,0.285714286,2.857142857,0.857142857,0,0
48,0.770833333,0.041666667,0.1875,0,10,0.2,3.9,1,0,0
158,0.740506329,0,0.17721519,0.082278481,29,0.034482759,4.482758621,0.793103448,0,0
58,0.793103448,0,0.172413793,0.034482759,11,0.363636364,4.363636364,1,0,0
63,0.793650794,0,0.19047619,0.015873016,13,0.153846154,3.923076923,1,0,0
151,0.701986755,0.119205298,0.152317881,0.026490066,24,0.333333333,5.333333333,0.875,1,1
109,0.651376147,0.018348624,0.220183486,0.110091743,25,0.4,3.4,0.88,0,0
25,0.76,0,0.16,0.08,5,0.2,4.2,1,0,0
158,0.753164557,0.018987342,0.189873418,0.037974684,31,0.290322581,4.129032258,0.870967742,0,1
24,0.625,0,0.166666667,0.208333333,5,0.2,4,1,0,0
36,0.472222222,0.25,0.194444444,0.083333333,8,0.125,3.625,1,0,0
55,0.781818182,0,0.2,0.018181818,12,0.416666667,3.666666667,1,0,0
36,0.694444444,0,0.194444444,0.111111111,8,0.375,3.625,1,0,0
65,0.784615385,0,0.169230769,0.046153846,12,0.083333333,4.5,1,0,0
25,0.76,0,0.2,0.04,6,0.333333333,3.333333333,1,0,0
36,0.75,0.027777778,0.222222222,0,9,0.555555556,3.111111111,1,0,0
44,0.75,0,0.227272727,0.022727273,11,0.454545455,3.090909091,0.909090909,0,0
172,0.73255814,0,0.209302326,0.058139535,37,0.351351351,3.675675676,0.648648649,0,0
60,0.716666667,0,0.216666667,0.1,14,0.357142857,3.5,0.785714286,0,0
33,0.787878788,0,0.181818182,0.03030303,7,0.142857143,3.857142857,1,0,0
17,0.705882353,0,0.117647059,0.176470588,3,0.333333333,5,1,0,0
40,0.75,0,0.175,0.075,8,0.25,4.125,1,0,0
42,0.761904762,0,0.214285714,0.023809524,10,0.3,3.3,1,0,0
10,0.8,0,0.2,0,3,0.666666667,2.666666667,1,0,0
58,0.75862069,0,0.189655172,0.068965517,12,0.333333333,4,0.833333333,0,0
153,0.777777778,0,0.189542484,0.032679739,30,0.166666667,4.133333333,0.966666667,0,0
113,0.778761062,0,0.168141593,0.053097345,20,0.3,4.7,0.95,0,0
147,0.775510204,0,0.197278912,0.027210884,30,0.166666667,3.933333333,0.866666667,0,0
157,0.579617834,0.222929936,0.152866242,0.044585987,25,0.2,5.32,1,1,1
50,0.76,0,0.22,0.02,12,0.25,3.25,1,0,0
63,0.746031746,0,0.19047619,0.063492063,13,0.230769231,3.923076923,1,0,0
34,0.735294118,0,0.176470588,0.088235294,7,0.142857143,4,1,0,0
8,0.875,0,0.125,0,2,0,3.5,1,0,0
131,0.709923664,0.038167939,0.183206107,0.06870229,25,0.36,4.28,0.96,1,1
22,0.818181818,0,0.181818182,0,5,0.2,3.6,1,0,0
10,0.7,0,0,0.3,1,0,10,1,0,0
124,0.685483871,0,0.169354839,0.14516129,22,0.181818182,4.681818182,0.863636364,0,0
32,0.78125,0,0.1875,0.03125,7,0,3.714285714,1,0,0
31,0.709677419,0,0.225806452,0.096774194,8,0.375,3.125,0.875,0,0
95,0.757894737,0,0.189473684,0.052631579,19,0.263157895,4.052631579,1,0,0
35,0.828571429,0,0.142857143,0.028571429,6,0.166666667,5,1,0,0
58,0.75862069,0.017241379,0.189655172,0.034482759,12,0.083333333,3.916666667,0.916666667,0,0
71,0.788732394,0,0.197183099,0.014084507,15,0.266666667,3.8,0.933333333,0,0
96,0.6875,0.010416667,0.177083333,0.125,18,0.333333333,4.388888889,0.944444444,0,0
77,0.662337662,0.025974026,0.233766234,0.077922078,19,0.368421053,3.105263158,0.842105263,0,0
71,0.774647887,0,0.197183099,0.042253521,15,0.266666667,3.866666667,0.933333333,0,0
76,0.815789474,0,0.144736842,0.039473684,12,0.083333333,5.416666667,1,0,0
55,0.654545455,0,0.218181818,0.127272727,13,0.307692308,3.307692308,0.846153846,0,0
41,0.682926829,0.024390244,0.219512195,0.097560976,10,0.4,3.3,0.8,0,0
111,0.747747748,0,0.207207207,0.045045045,24,0.333333333,3.666666667,0.958333333,0,0
76,0.736842105,0,0.223684211,0.039473684,18,0.277777778,3.277777778,1,0,0
53,0.79245283,0,0.169811321,0.037735849,10,0.3,4.4,1,0,0
100,0.69,0,0.18,0.13,19,0.263157895,4.315789474,1,0,0
79,0.708860759,0,0.17721519,0.113924051,15,0.266666667,4.333333333,0.933333333,0,0
41,0.682926829,0,0.195121951,0.12195122,9,0.222222222,3.666666667,1,0,0
58,0.655172414,0,0.189655172,0.155172414,12,0.166666667,3.916666667,0.916666667,0,0
32,0.78125,0,0.15625,0.0625,6,0.166666667,4.5,1,0,0
152,0.743421053,0.032894737,0.184210526,0.039473684,29,0.172413793,4.275862069,0.862068966,1,1
69,0.811594203,0,0.15942029,0.028985507,12,0.333333333,4.833333333,1,0,0
70,0.771428571,0,0.214285714,0.014285714,16,0.3125,3.4375,1,0,0
142,0.774647887,0.014084507,0.176056338,0.035211268,26,0.153846154,4.5,0.961538462,1,1
123,0.731707317,0,0.195121951,0.081300813,25,0.44,4,0.88,1,0
21,0.80952381,0,0.095238095,0.095238095,3,0,6.333333333,1,0,0
77,0.766233766,0,0.194805195,0.038961039,16,0.3125,3.875,0.9375,0,0
40,0.75,0,0.175,0.1,8,0.25,4.25,0.75,0,0
36,0.694444444,0,0.194444444,0.111111111,8,0.375,3.625,1,0,0
75,0.68,0,0.133333333,0.186666667,11,0.181818182,5.909090909,1,0,0
154,0.74025974,0.032467532,0.175324675,0.051948052,28,0.25,4.535714286,0.928571429,0,1
44,0.772727273,0,0.159090909,0.068181818,8,0.125,4.625,1,0,0
47,0.872340426,0,0.127659574,0,7,0,5.857142857,0.857142857,0,0
174,0.781609195,0,0.172413793,0.045977011,31,0.290322581,4.64516129,0.870967742,0,0
237,0.755274262,0.012658228,0.202531646,0.029535865,49,0.285714286,3.857142857,0.816326531,0,0
23,0.782608696,0,0.217391304,0,6,0.5,3,1,0,0
105,0.742857143,0,0.161904762,0.095238095,18,0.055555556,4.888888889,0.888888889,0,0
62,0.790322581,0,0.177419355,0.032258065,12,0.166666667,4.25,0.916666667,0,0
37,0.72972973,0,0.189189189,0.081081081,8,0.375,3.75,1,0,0
52,0.75,0,0.211538462,0.038461538,12,0.5,3.416666667,0.833333333,0,0
22,0.545454545,0,0.181818182,0.272727273,5,0.6,3.6,1,0,0
