C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short words/W,avg_W_len,unique_W/W,class
13,0.615384615,0,0.153846154,0.230769231,3,0.333333333,3.666666667,1,ham
33,0.787878788,0,0.181818182,0.03030303,7,0.714285714,3.857142857,1,ham
30,0.766666667,0,0.133333333,0.1,5,1,5.2,1,ham
31,0.838709677,0,0.129032258,0.032258065,5,1,5.4,1,ham
35,0.714285714,0,0.2,0.085714286,8,0.625,3.5,1,ham
24,0.75,0,0.083333333,0.166666667,3,1,7.333333333,1,ham
25,0.76,0,0.24,0.04,7,0.714285714,2.857142857,0.857142857,ham
48,0.770833333,0.041666667,0.1875,0,10,0.8,3.9,1,ham
158,0.740506329,0,0.17721519,0.082278481,29,0.965517241,4.482758621,0.793103448,ham
58,0.793103448,0,0.172413793,0.034482759,11,0.636363636,4.363636364,1,ham
63,0.793650794,0,0.19047619,0.015873016,13,0.846153846,3.923076923,1,ham
151,0.701986755,0.119205298,0.152317881,0.026490066,24,0.666666667,5.333333333,0.875,spam
109,0.651376147,0.018348624,0.220183486,0.110091743,25,0.6,3.4,0.88,ham
25,0.76,0,0.16,0.08,5,0.8,4.2,1,ham
158,0.753164557,0.018987342,0.189873418,0.037974684,31,0.709677419,4.129032258,0.870967742,spam
24,0.625,0,0.166666667,0.208333333,5,0.8,4,1,ham
36,0.472222222,0.25,0.194444444,0.083333333,8,0.875,3.625,1,ham
55,0.781818182,0,0.2,0.018181818,12,0.583333333,3.666666667,1,ham
36,0.694444444,0,0.194444444,0.111111111,8,0.625,3.625,1,ham
65,0.784615385,0,0.169230769,0.046153846,12,0.916666667,4.5,1,ham
25,0.76,0,0.2,0.04,6,0.666666667,3.333333333,1,ham
36,0.75,0.027777778,0.222222222,0,9,0.444444444,3.111111111,1,ham
44,0.75,0,0.227272727,0.022727273,11,0.545454545,3.090909091,0.909090909,ham
156,0.730769231,0,0.205128205,0.064102564,33,0.666666667,3.757575758,0.666666667,ham
60,0.716666667,0,0.216666667,0.1,14,0.642857143,3.5,0.785714286,ham
33,0.787878788,0,0.181818182,0.03030303,7,0.857142857,3.857142857,1,ham
17,0.705882353,0,0.117647059,0.176470588,3,0.666666667,5,1,ham
40,0.75,0,0.175,0.075,8,0.75,4.125,1,ham
42,0.761904762,0,0.214285714,0.023809524,10,0.7,3.3,1,ham
10,0.8,0,0.2,0,3,0.333333333,2.666666667,1,ham
51,0.745098039,0,0.176470588,0.078431373,10,0.7,4.2,0.9,ham
153,0.777777778,0,0.189542484,0.032679739,30,0.833333333,4.133333333,0.966666667,ham
113,0.778761062,0,0.168141593,0.053097345,20,0.7,4.7,0.95,ham
147,0.775510204,0,0.197278912,0.027210884,30,0.833333333,3.933333333,0.866666667,ham
154,0.558441558,0.227272727,0.155844156,0.058441558,25,0.8,5.2,1,spam
50,0.76,0,0.22,0.02,12,0.75,3.25,1,ham
63,0.746031746,0,0.19047619,0.063492063,13,0.769230769,3.923076923,1,ham
26,0.730769231,0,0.153846154,0.115384615,5,0.8,4.4,1,ham
8,0.875,0,0.125,0,2,1,3.5,1,ham
131,0.709923664,0.038167939,0.183206107,0.06870229,25,0.64,4.28,0.96,spam
22,0.818181818,0,0.181818182,0,5,0.8,3.6,1,ham
10,0.7,0,0,0.3,1,1,10,1,ham
124,0.685483871,0,0.169354839,0.14516129,22,0.818181818,4.681818182,0.863636364,ham
32,0.78125,0,0.1875,0.03125,7,1,3.714285714,1,ham
24,0.666666667,0,0.208333333,0.125,6,0.666666667,3.166666667,1,ham
95,0.757894737,0,0.189473684,0.052631579,19,0.736842105,4.052631579,1,ham
35,0.828571429,0,0.142857143,0.028571429,6,0.833333333,5,1,ham
58,0.75862069,0.017241379,0.189655172,0.034482759,12,0.916666667,3.916666667,0.916666667,ham
71,0.788732394,0,0.197183099,0.014084507,15,0.733333333,3.8,0.933333333,ham
88,0.681818182,0.011363636,0.170454545,0.136363636,16,0.625,4.5625,0.9375,ham
77,0.662337662,0.025974026,0.233766234,0.077922078,19,0.631578947,3.105263158,0.842105263,ham
64,0.765625,0,0.1875,0.046875,13,0.769230769,4,1,ham
76,0.815789474,0,0.144736842,0.039473684,12,0.916666667,5.416666667,1,ham
55,0.654545455,0,0.218181818,0.127272727,13,0.692307692,3.307692308,0.846153846,ham
26,0.615384615,0.038461538,0.192307692,0.153846154,6,0.666666667,3.5,1,ham
111,0.747747748,0,0.207207207,0.045045045,24,0.666666667,3.666666667,0.958333333,ham
76,0.736842105,0,0.223684211,0.039473684,18,0.722222222,3.277777778,1,ham
53,0.79245283,0,0.169811321,0.037735849,10,0.7,4.4,1,ham
100,0.69,0,0.18,0.13,19,0.736842105,4.315789474,1,ham
79,0.708860759,0,0.17721519,0.113924051,15,0.733333333,4.333333333,0.933333333,ham
41,0.682926829,0,0.195121951,0.12195122,9,0.777777778,3.666666667,1,ham
58,0.655172414,0,0.189655172,0.155172414,12,0.833333333,3.916666667,0.916666667,ham
32,0.78125,0,0.15625,0.0625,6,0.833333333,4.5,1,ham
152,0.743421053,0.032894737,0.184210526,0.039473684,29,0.827586207,4.275862069,0.862068966,spam
69,0.811594203,0,0.15942029,0.028985507,12,0.666666667,4.833333333,1,ham
70,0.771428571,0,0.214285714,0.014285714,16,0.6875,3.4375,1,ham
142,0.774647887,0.014084507,0.176056338,0.035211268,26,0.846153846,4.5,0.961538462,spam
123,0.731707317,0,0.195121951,0.081300813,25,0.56,4,0.88,ham
21,0.80952381,0,0.095238095,0.095238095,3,1,6.333333333,1,ham
77,0.766233766,0,0.194805195,0.038961039,16,0.6875,3.875,0.9375,ham
25,0.72,0,0.12,0.16,4,0.75,5.5,1,ham
36,0.694444444,0,0.194444444,0.111111111,8,0.625,3.625,1,ham
75,0.68,0,0.133333333,0.186666667,11,0.818181818,5.909090909,1,ham
154,0.74025974,0.032467532,0.175324675,0.051948052,28,0.75,4.535714286,0.928571429,spam
36,0.777777778,0,0.138888889,0.083333333,6,0.833333333,5.166666667,1,ham
47,0.872340426,0,0.127659574,0,7,1,5.857142857,0.857142857,ham
174,0.781609195,0,0.172413793,0.045977011,31,0.709677419,4.64516129,0.870967742,ham
237,0.755274262,0.012658228,0.202531646,0.029535865,49,0.714285714,3.857142857,0.816326531,ham
23,0.782608696,0,0.217391304,0,6,0.5,3,1,ham
105,0.742857143,0,0.161904762,0.095238095,18,0.944444444,4.888888889,0.888888889,ham
62,0.790322581,0,0.177419355,0.032258065,12,0.833333333,4.25,0.916666667,ham
37,0.72972973,0,0.189189189,0.081081081,8,0.625,3.75,1,ham
52,0.75,0,0.211538462,0.038461538,12,0.5,3.416666667,0.833333333,ham
22,0.545454545,0,0.181818182,0.272727273,5,0.4,3.6,1,ham
106,0.688679245,0.122641509,0.150943396,0.037735849,17,0.823529412,5.294117647,1,spam
42,0.761904762,0,0.214285714,0.023809524,10,0.8,3.3,1,ham
78,0.756410256,0,0.205128205,0.038461538,17,0.823529412,3.647058824,0.941176471,ham
133,0.751879699,0.007518797,0.180451128,0.060150376,25,0.64,4.36,0.92,ham
91,0.736263736,0.021978022,0.186813187,0.054945055,18,0.722222222,4.111111111,0.944444444,ham
98,0.765306122,0,0.224489796,0.010204082,23,0.652173913,3.304347826,0.913043478,ham
160,0.70625,0.01875,0.1625,0.1125,27,0.740740741,4.962962963,0.962962963,spam
62,0.806451613,0,0.193548387,0,13,0.692307692,3.846153846,1,ham
155,0.767741935,0,0.15483871,0.077419355,25,0.88,5.24,0.96,spam
34,0.588235294,0.029411765,0.264705882,0.117647059,10,0.3,2.5,1,ham
40,0.7,0.025,0.225,0.05,10,0.6,3.1,1,ham
157,0.738853503,0.006369427,0.178343949,0.076433121,29,0.827586207,4.448275862,0.896551724,ham
131,0.770992366,0,0.221374046,0.007633588,30,0.733333333,3.4,0.9,ham
144,0.638888889,0.166666667,0.152777778,0.041666667,23,0.956521739,5.304347826,1,spam
139,0.705035971,0.079136691,0.18705036,0.028776978,27,0.814814815,4.185185185,0.925925926,spam
56,0.767857143,0,0.178571429,0.053571429,11,0.818181818,4.181818182,1,ham
93,0.47311828,0.11827957,0.193548387,0.215053763,19,0.631578947,3.947368421,0.894736842,ham
31,0.774193548,0,0.193548387,0.032258065,7,0.714285714,3.571428571,1,ham
26,0.769230769,0,0.153846154,0.076923077,5,0.4,4.4,1,ham
83,0.819277108,0,0.108433735,0.072289157,10,0.8,7.4,1,ham
76,0.776315789,0,0.210526316,0.013157895,17,0.764705882,3.529411765,0.882352941,ham
22,0.818181818,0,0.136363636,0.045454545,4,1,4.75,1,ham
89,0.606741573,0.224719101,0.157303371,0.011235955,15,0.8,5,1,spam
42,0.80952381,0,0.166666667,0.023809524,8,0.875,4.375,1,ham
120,0.808333333,0,0.166666667,0.025,21,0.761904762,4.761904762,1,ham
62,0.774193548,0,0.193548387,0.032258065,13,0.692307692,3.846153846,1,ham
24,0.666666667,0,0.166666667,0.166666667,5,1,4,1,ham
155,0.767741935,0,0.187096774,0.058064516,30,0.666666667,4.266666667,0.9,ham
46,0.760869565,0,0.217391304,0.02173913,11,0.636363636,3.272727273,0.909090909,ham
61,0.770491803,0,0.180327869,0.049180328,12,0.583333333,4.166666667,0.916666667,ham
155,0.787096774,0,0.180645161,0.032258065,29,0.827586207,4.379310345,0.896551724,ham
53,0.754716981,0,0.169811321,0.075471698,10,0.9,4.4,1,ham
73,0.794520548,0,0.178082192,0.02739726,14,0.785714286,4.285714286,1,ham
87,0.75862069,0,0.229885057,0.011494253,21,0.619047619,3.19047619,0.857142857,ham
74,0.77027027,0,0.216216216,0.013513514,17,0.705882353,3.411764706,0.882352941,ham
58,0.793103448,0,0.206896552,0,13,0.692307692,3.538461538,1,ham
79,0.759493671,0,0.202531646,0.037974684,17,0.823529412,3.705882353,1,ham
31,0.774193548,0,0.193548387,0.032258065,7,0.571428571,3.571428571,1,ham
146,0.794520548,0,0.184931507,0.020547945,28,0.678571429,4.25,0.857142857,ham
51,0.725490196,0,0.235294118,0.039215686,13,0.615384615,3,1,ham
146,0.616438356,0.184931507,0.150684932,0.047945205,23,0.869565217,5.391304348,1,spam
45,0.822222222,0,0.177777778,0,9,0.777777778,4.111111111,1,ham
29,0.689655172,0,0.206896552,0.103448276,7,0.571428571,3.285714286,1,ham
156,0.737179487,0.012820513,0.192307692,0.057692308,31,0.806451613,4.064516129,0.967741935,ham
56,0.803571429,0,0.178571429,0.017857143,11,0.818181818,4.181818182,1,ham
68,0.75,0,0.191176471,0.058823529,14,0.714285714,3.928571429,1,ham
22,0.727272727,0,0.136363636,0.136363636,4,0.75,4.75,1,ham
22,0.590909091,0.045454545,0.227272727,0.136363636,6,0.5,2.833333333,1,ham
84,0.714285714,0,0.25,0.035714286,22,0.636363636,2.863636364,0.863636364,ham
43,0.76744186,0,0.186046512,0.046511628,9,0.777777778,3.888888889,1,ham
62,0.822580645,0,0.177419355,0,12,0.916666667,4.25,1,ham
136,0.698529412,0.110294118,0.161764706,0.029411765,23,0.782608696,4.956521739,0.913043478,spam
158,0.696202532,0.107594937,0.151898734,0.044303797,25,0.92,5.36,0.92,spam
46,0.760869565,0,0.195652174,0.043478261,10,0.6,3.7,1,ham
47,0.808510638,0,0.170212766,0.021276596,9,0.888888889,4.333333333,1,ham
150,0.773333333,0,0.206666667,0.02,32,0.8125,3.71875,0.96875,ham
239,0.786610879,0,0.19665272,0.016736402,48,0.854166667,4,0.854166667,ham
45,0.822222222,0,0.133333333,0.044444444,7,0.714285714,5.571428571,0.857142857,ham
30,0.8,0,0.2,0,7,0.714285714,3.428571429,1,ham
112,0.767857143,0,0.178571429,0.053571429,21,0.714285714,4.380952381,1,ham
32,0.8125,0,0.15625,0.03125,6,1,4.5,1,ham
43,0.744186047,0,0.23255814,0.023255814,11,0.545454545,3,1,ham
153,0.575163399,0.235294118,0.130718954,0.058823529,21,0.952380952,6.333333333,1,spam
110,0.754545455,0,0.2,0.045454545,23,0.739130435,3.826086957,0.956521739,ham
200,0.795,0,0.195,0.01,40,0.7,4.025,0.9,ham
150,0.793333333,0,0.193333333,0.013333333,30,0.833333333,4.033333333,0.933333333,ham
86,0.73255814,0,0.162790698,0.104651163,15,0.733333333,4.8,1,ham
45,0.777777778,0,0.2,0.022222222,10,0.8,3.6,1,ham
39,0.666666667,0,0.256410256,0.128205128,11,0.454545455,2.818181818,0.818181818,ham
84,0.80952381,0,0.166666667,0.023809524,15,0.8,4.666666667,0.8,ham
28,0.607142857,0,0.214285714,0.178571429,7,0.428571429,3.142857143,1,ham
98,0.755102041,0.010204082,0.142857143,0.091836735,15,0.8,5.6,0.933333333,ham
86,0.790697674,0,0.186046512,0.023255814,17,0.647058824,4.117647059,0.941176471,ham
15,0.733333333,0,0.133333333,0.133333333,3,0.666666667,4.333333333,1,ham
37,0.756756757,0,0.135135135,0.108108108,6,1,5.333333333,1,ham
69,0.826086957,0,0.130434783,0.043478261,10,0.9,6,1,spam
42,0.738095238,0,0.166666667,0.095238095,8,0.75,4.375,1,ham
152,0.618421053,0.144736842,0.184210526,0.052631579,29,0.586206897,4.275862069,0.862068966,spam
7,0,0,0.142857143,0.857142857,2,1,3,0.5,ham
111,0.657657658,0,0.225225225,0.117117117,26,0.576923077,3.307692308,0.884615385,ham
42,0.738095238,0,0.214285714,0.047619048,10,0.4,3.3,0.8,ham
28,0.821428571,0,0.178571429,0,6,0.833333333,3.833333333,1,ham
68,0.735294118,0,0.191176471,0.073529412,14,0.857142857,3.928571429,1,ham
62,0.806451613,0,0.177419355,0.016129032,12,0.833333333,4.25,1,ham
68,0.838235294,0,0.161764706,0,12,1,4.75,1,ham
145,0.703448276,0,0.151724138,0.144827586,23,0.869565217,5.347826087,0.956521739,ham
38,0.421052632,0,0.157894737,0.421052632,7,0.571428571,4.571428571,1,ham
46,0.760869565,0,0.195652174,0.043478261,10,0.9,3.7,1,ham
152,0.585526316,0.184210526,0.138157895,0.092105263,22,0.909090909,5.954545455,0.954545455,spam
29,0.793103448,0,0.172413793,0.034482759,6,0.833333333,4,1,ham
120,0.733333333,0.016666667,0.216666667,0.033333333,27,0.740740741,3.481481481,0.925925926,ham
33,0.787878788,0,0.151515152,0.060606061,6,0.833333333,4.666666667,1,ham
42,0.761904762,0,0.119047619,0.119047619,6,0.833333333,6.166666667,1,ham
89,0.764044944,0,0.213483146,0.02247191,20,0.7,3.5,0.85,ham
74,0.797297297,0,0.175675676,0.027027027,14,0.714285714,4.357142857,1,ham
135,0.585185185,0.207407407,0.140740741,0.066666667,20,0.85,5.8,1,spam
70,0.714285714,0,0.185714286,0.1,14,0.785714286,4.071428571,0.928571429,ham
44,0.818181818,0,0.159090909,0.022727273,8,0.75,4.625,1,ham
37,0.810810811,0,0.162162162,0.027027027,7,0.857142857,4.428571429,1,ham
135,0.681481481,0.103703704,0.177777778,0.037037037,25,0.76,4.44,0.88,spam
33,0.848484848,0,0.121212121,0.03030303,5,1,5.8,1,ham
54,0.796296296,0,0.203703704,0,12,0.75,3.583333333,1,ham
69,0.768115942,0,0.202898551,0.028985507,15,0.533333333,3.666666667,0.933333333,ham
43,0.813953488,0,0.139534884,0.046511628,7,0.857142857,5.285714286,1,ham
79,0.721518987,0,0.202531646,0.101265823,17,0.764705882,3.823529412,0.882352941,ham
53,0.79245283,0,0.150943396,0.056603774,9,0.777777778,5,1,ham
76,0.789473684,0,0.171052632,0.039473684,14,0.714285714,4.5,1,ham
22,0.818181818,0,0.181818182,0,5,0.8,3.6,1,ham
27,0.740740741,0,0.185185185,0.074074074,6,1,3.666666667,1,ham
108,0.787037037,0,0.203703704,0.009259259,23,0.826086957,3.739130435,0.869565217,ham
12,0.583333333,0,0.166666667,0.25,3,0.666666667,3.333333333,1,ham
44,0.772727273,0,0.181818182,0.045454545,9,0.777777778,4,1,ham
56,0.75,0,0.232142857,0.035714286,14,0.571428571,3.142857143,0.857142857,ham
5,0.4,0,0,0.6,1,1,5,1,ham
119,0.764705882,0,0.218487395,0.016806723,27,0.666666667,3.444444444,0.851851852,ham
156,0.698717949,0.019230769,0.166666667,0.115384615,27,0.666666667,4.814814815,0.962962963,ham
22,0.772727273,0,0.136363636,0.090909091,4,0.75,4.75,1,ham
159,0.698113208,0.113207547,0.13836478,0.050314465,23,0.782608696,5.956521739,0.869565217,spam
95,0.652631579,0.136842105,0.126315789,0.084210526,13,0.923076923,6.384615385,1,spam
58,0.74137931,0,0.155172414,0.103448276,10,0.8,4.9,1,ham
40,0.775,0,0.2,0.025,9,0.777777778,3.555555556,1,ham
298,0.711409396,0,0.197986577,0.090604027,60,0.85,3.983333333,0.716666667,ham
39,0.846153846,0,0.128205128,0.025641026,6,1,5.666666667,1,ham
91,0.758241758,0,0.164835165,0.076923077,16,0.75,4.75,0.9375,ham
157,0.687898089,0.057324841,0.159235669,0.101910828,26,0.807692308,5.115384615,0.653846154,ham
82,0.756097561,0,0.195121951,0.048780488,17,0.705882353,3.882352941,1,ham
35,0.771428571,0,0.171428571,0.057142857,7,0.857142857,4.142857143,1,ham
66,0.651515152,0.060606061,0.212121212,0.075757576,15,0.6,3.466666667,1,ham
26,0.730769231,0,0.153846154,0.115384615,5,1,4.4,1,ham
32,0.84375,0,0.15625,0,6,0.833333333,4.5,1,ham
83,0.78313253,0,0.204819277,0.024096386,18,0.777777778,3.722222222,0.833333333,ham
137,0.664233577,0.094890511,0.145985401,0.094890511,21,0.761904762,5.571428571,0.952380952,spam
126,0.801587302,0,0.142857143,0.055555556,19,0.947368421,5.684210526,0.842105263,ham
147,0.653061224,0.102040816,0.204081633,0.040816327,31,0.677419355,3.774193548,0.935483871,spam
75,0.786666667,0,0.186666667,0.026666667,15,0.933333333,4.066666667,1,ham
92,0.793478261,0,0.195652174,0.010869565,19,0.684210526,3.894736842,0.947368421,ham
27,0.777777778,0,0.185185185,0.037037037,6,0.5,3.666666667,1,ham
35,0.685714286,0.057142857,0.228571429,0.028571429,9,0.555555556,3,1,ham
143,0.734265734,0,0.181818182,0.083916084,27,0.777777778,4.333333333,0.925925926,ham
113,0.82300885,0,0.168141593,0.008849558,20,0.85,4.7,0.9,ham
31,0.774193548,0,0.193548387,0.032258065,7,0.857142857,3.571428571,1,ham
22,0.772727273,0.045454545,0.181818182,0,5,0.6,3.6,1,ham
150,0.66,0.14,0.16,0.04,25,0.8,5.04,0.76,spam
166,0.759036145,0,0.210843373,0.030120482,36,0.75,3.638888889,0.972222222,ham
269,0.732342007,0,0.223048327,0.044609665,61,0.606557377,3.426229508,0.475409836,ham
171,0.736842105,0,0.204678363,0.058479532,36,0.722222222,3.777777778,0.861111111,ham
76,0.776315789,0,0.197368421,0.026315789,16,0.8125,3.8125,0.875,ham
158,0.784810127,0.006329114,0.17721519,0.03164557,29,0.827586207,4.482758621,0.965517241,ham
22,0.818181818,0,0.181818182,0,5,0.8,3.6,1,ham
24,0.833333333,0,0.166666667,0,5,0.6,4,1,ham
132,0.71969697,0.106060606,0.151515152,0.022727273,21,0.952380952,5.333333333,1,spam
44,0.75,0.022727273,0.159090909,0.068181818,8,0.75,4.625,1,ham
51,0.784313725,0,0.196078431,0.019607843,11,0.818181818,3.727272727,1,ham
44,0.795454545,0,0.159090909,0.045454545,8,0.75,4.625,1,ham
46,0.804347826,0,0.195652174,0,10,0.9,3.7,0.9,ham
145,0.662068966,0.124137931,0.165517241,0.048275862,25,0.8,4.84,0.96,spam
44,0.659090909,0.045454545,0.25,0.045454545,12,0.666666667,2.75,1,ham
134,0.679104478,0.119402985,0.179104478,0.02238806,25,0.76,4.4,0.96,spam
36,0.666666667,0.027777778,0.138888889,0.166666667,6,0.666666667,5.166666667,1,ham
407,0.737100737,0,0.213759214,0.049140049,88,0.693181818,3.636363636,0.681818182,ham
181,0.70718232,0.060773481,0.160220994,0.071823204,30,0.8,5.066666667,0.933333333,spam
32,0.84375,0,0.15625,0,6,1,4.5,1,ham
22,0.863636364,0,0.090909091,0.045454545,3,1,6.666666667,1,ham
39,0.743589744,0,0.179487179,0.076923077,8,0.625,4,1,ham
24,0.75,0,0.208333333,0.041666667,6,0.833333333,3.166666667,1,ham
160,0.79375,0.01875,0.16875,0.01875,28,0.714285714,4.75,0.964285714,ham
80,0.8,0,0.2,0,17,0.588235294,3.764705882,0.941176471,ham
27,0.740740741,0,0.222222222,0.037037037,7,0.428571429,3,1,ham
154,0.733766234,0.045454545,0.201298701,0.019480519,32,0.625,3.84375,0.84375,spam
237,0.772151899,0,0.164556962,0.063291139,40,0.825,4.95,0.75,ham
133,0.781954887,0,0.180451128,0.037593985,25,0.8,4.36,0.96,ham
32,0.8125,0,0.1875,0,7,0.857142857,3.714285714,1,ham
152,0.644736842,0.125,0.190789474,0.039473684,30,0.766666667,4.1,0.866666667,spam
80,0.7875,0,0.2125,0,18,0.555555556,3.5,1,ham
45,0.755555556,0,0.177777778,0.066666667,9,0.777777778,4.111111111,1,ham
47,0.829787234,0,0.14893617,0.021276596,8,0.875,5,1,ham
147,0.714285714,0,0.217687075,0.068027211,33,0.606060606,3.484848485,0.848484848,ham
156,0.762820513,0,0.198717949,0.038461538,32,0.78125,3.90625,0.90625,ham
37,0.675675676,0,0.162162162,0.162162162,7,0.714285714,4.428571429,1,ham
47,0.723404255,0.021276596,0.191489362,0.063829787,10,0.6,3.8,1,ham
38,0.684210526,0,0.210526316,0.105263158,9,0.666666667,3.333333333,1,ham
47,0.808510638,0,0.170212766,0.021276596,9,0.666666667,4.333333333,1,ham
22,0.681818182,0,0.181818182,0.136363636,5,0.6,3.6,1,ham
98,0.785714286,0,0.173469388,0.040816327,18,0.777777778,4.5,0.944444444,ham
158,0.696202532,0.050632911,0.196202532,0.056962025,32,0.65625,3.96875,0.9375,spam
123,0.796747967,0,0.18699187,0.016260163,24,0.833333333,4.166666667,0.833333333,spam
148,0.702702703,0,0.236486486,0.060810811,36,0.527777778,3.138888889,0.583333333,ham
35,0.685714286,0.028571429,0.171428571,0.171428571,7,0.571428571,4.428571429,0.714285714,ham
22,0.772727273,0,0.181818182,0.045454545,5,0.8,3.6,1,ham
33,0.757575758,0,0.181818182,0.060606061,7,0.714285714,3.857142857,1,ham
82,0.756097561,0,0.207317073,0.036585366,18,0.833333333,3.611111111,0.888888889,ham
24,0.666666667,0,0.041666667,0.291666667,2,0.5,11.5,1,ham
38,0.789473684,0,0.210526316,0,9,0.777777778,3.333333333,1,ham
129,0.798449612,0,0.19379845,0.007751938,26,0.653846154,4,1,ham
84,0.702380952,0.011904762,0.214285714,0.083333333,19,0.473684211,3.526315789,0.789473684,ham
46,0.608695652,0.02173913,0.239130435,0.130434783,12,0.5,2.916666667,1,ham
87,0.793103448,0,0.183908046,0.022988506,17,0.823529412,4.176470588,1,ham
104,0.701923077,0.009615385,0.192307692,0.096153846,21,0.80952381,4,1,ham
95,0.821052632,0,0.136842105,0.042105263,14,0.928571429,5.857142857,1,ham
86,0.779069767,0,0.186046512,0.034883721,17,0.823529412,4.117647059,0.823529412,ham
106,0.79245283,0,0.198113208,0.009433962,22,0.727272727,3.863636364,0.954545455,ham
40,0.8,0,0.175,0.025,8,0.75,4.125,1,ham
120,0.625,0.158333333,0.158333333,0.058333333,20,0.8,5.05,0.95,spam
135,0.77037037,0,0.207407407,0.022222222,29,0.655172414,3.689655172,0.896551724,spam
33,0.757575758,0,0.242424242,0,9,0.444444444,2.777777778,1,ham
146,0.780821918,0,0.212328767,0.006849315,32,0.71875,3.59375,0.96875,ham
136,0.75,0.022058824,0.213235294,0.014705882,30,0.666666667,3.566666667,0.966666667,ham
139,0.791366906,0.028776978,0.165467626,0.014388489,24,0.833333333,4.833333333,1,spam
100,0.77,0.01,0.19,0.03,20,0.75,4.05,0.95,ham
64,0.703125,0.015625,0.21875,0.0625,15,0.6,3.333333333,1,ham
73,0.753424658,0,0.219178082,0.02739726,17,0.705882353,3.352941176,1,ham
145,0.751724138,0,0.2,0.048275862,30,0.7,3.866666667,0.866666667,ham
39,0.743589744,0,0.153846154,0.102564103,7,1,4.714285714,1,ham
32,0.75,0,0.1875,0.0625,7,0.714285714,3.714285714,1,ham
64,0.703125,0.03125,0.21875,0.046875,15,0.733333333,3.333333333,0.933333333,ham
39,0.615384615,0,0.230769231,0.205128205,10,0.6,3.2,0.8,ham
148,0.763513514,0,0.236486486,0,36,0.472222222,3.138888889,0.638888889,ham
9,0.555555556,0,0.111111111,0.333333333,2,1,4,1,ham
34,0.735294118,0,0.176470588,0.088235294,7,0.714285714,4,1,ham
153,0.758169935,0.032679739,0.150326797,0.058823529,24,0.666666667,5.416666667,0.875,spam
65,0.769230769,0,0.215384615,0.015384615,15,0.8,3.4,0.866666667,ham
160,0.65625,0.13125,0.16875,0.04375,28,0.857142857,4.75,1,spam
137,0.686131387,0.087591241,0.167883212,0.058394161,24,0.791666667,4.75,0.833333333,spam
133,0.714285714,0,0.180451128,0.105263158,25,0.64,4.36,0.76,ham
125,0.736,0.008,0.232,0.024,30,0.733333333,3.2,0.8,ham
132,0.78030303,0,0.181818182,0.037878788,25,0.76,4.32,0.88,ham
44,0.727272727,0,0.181818182,0.090909091,9,0.888888889,4,1,ham
42,0.714285714,0,0.19047619,0.095238095,9,0.888888889,3.777777778,1,ham
142,0.788732394,0,0.176056338,0.035211268,26,0.807692308,4.5,1,ham
62,0.693548387,0.016129032,0.209677419,0.080645161,14,0.642857143,3.5,0.857142857,ham
54,0.740740741,0,0.185185185,0.074074074,11,0.818181818,4,1,ham
54,0.759259259,0,0.166666667,0.074074074,10,0.9,4.5,1,ham
56,0.696428571,0.017857143,0.178571429,0.107142857,11,0.727272727,4.181818182,1,ham
90,0.677777778,0.022222222,0.233333333,0.066666667,22,0.545454545,3.136363636,0.818181818,ham
111,0.765765766,0,0.189189189,0.045045045,22,0.772727273,4.090909091,0.954545455,ham
22,0.772727273,0,0.181818182,0.045454545,5,0.6,3.6,1,ham
22,0.772727273,0,0.181818182,0.045454545,5,0.8,3.6,1,ham
56,0.696428571,0,0.178571429,0.142857143,11,0.636363636,4.272727273,0.909090909,ham
24,0.833333333,0,0.125,0.041666667,4,0.75,5.25,1,ham
138,0.666666667,0.094202899,0.152173913,0.086956522,22,0.772727273,5.318181818,0.954545455,spam
38,0.763157895,0.026315789,0.157894737,0.052631579,7,1,4.571428571,1,ham
32,0.625,0.03125,0.21875,0.125,8,0.5,3.125,1,ham
70,0.728571429,0,0.2,0.071428571,15,0.533333333,3.733333333,0.866666667,ham
25,0.48,0,0.04,0.48,2,1,12,1,ham
96,0.770833333,0,0.1875,0.041666667,19,0.684210526,4.105263158,0.842105263,ham
177,0.677966102,0.118644068,0.169491525,0.033898305,31,0.838709677,4.741935484,0.935483871,spam
96,0.666666667,0.041666667,0.1875,0.104166667,19,0.736842105,4.105263158,1,ham
27,0.703703704,0,0.148148148,0.148148148,5,1,4.6,1,ham
153,0.718954248,0.019607843,0.176470588,0.08496732,28,0.678571429,4.5,0.857142857,ham
42,0.761904762,0,0.214285714,0.023809524,10,0.6,3.3,1,ham
60,0.8,0,0.2,0,13,0.692307692,3.692307692,1,ham
51,0.803921569,0,0.176470588,0.019607843,10,0.9,4.2,1,ham
28,0.75,0,0.107142857,0.142857143,4,1,6.25,1,ham
22,0.727272727,0,0.181818182,0.090909091,5,1,3.6,1,ham
25,0.76,0,0.16,0.08,5,0.8,4.2,1,ham
78,0.807692308,0,0.166666667,0.025641026,14,0.928571429,4.642857143,1,ham
50,0.82,0,0.16,0.02,9,0.888888889,4.666666667,1,ham
42,0.80952381,0,0.166666667,0.023809524,8,0.75,4.375,1,ham
168,0.654761905,0.136904762,0.148809524,0.05952381,26,0.692307692,5.5,0.961538462,spam
244,0.741803279,0,0.200819672,0.069672131,50,0.74,3.96,0.82,ham
80,0.7625,0,0.2125,0.025,18,0.611111111,3.5,0.888888889,ham
